brood 37 (48-h) mapped counts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,b37_0_8A.fastq.trim.sam.counts,b37_0_8B.fastq.trim.sam.counts,b37_0_8C.fastq.trim.sam.counts,b37_0_8D.fastq.trim.sam.counts,b37_10_7.5A.fastq.trim.sam.counts,b37_10_7.5B.fastq.trim.sam.counts,b37_10_7.5C.fastq.trim.sam.counts,b37_10_7.5D.fastq.trim.sam.counts,b37_10_8A.fastq.trim.sam.counts,b37_10_8B.fastq.trim.sam.counts,b37_10_8C.fastq.trim.sam.counts,b37_10_8D.fastq.trim.sam.counts,b37_24_7.5A.fastq.trim.sam.counts,b37_24_7.5B.fastq.trim.sam.counts,b37_24_7.5C.fastq.trim.sam.counts,b37_24_7.5D.fastq.trim.sam.counts,b37_24_8A.fastq.trim.sam.counts,b37_24_8B.fastq.trim.sam.counts,b37_24_8C.fastq.trim.sam.counts,b37_24_8D.fastq.trim.sam.counts,b37_48_7.5A.fastq.trim.sam.counts,b37_48_7.5B.fastq.trim.sam.counts,b37_48_7.5C.fastq.trim.sam.counts,b37_48_7.5D.fastq.trim.sam.counts,b37_48_8A.fastq.trim.sam.counts,b37_48_8B.fastq.trim.sam.counts,b37_48_8C.fastq.trim.sam.counts,b37_48_8D.fastq.trim.sam.counts,b37_4_7.5A.fastq.trim.sam.counts,b37_4_7.5B.fastq.trim.sam.counts,b37_4_7.5C.fastq.trim.sam.counts,b37_4_7.5D.fastq.trim.sam.counts,b37_4_8A.fastq.trim.sam.counts,b37_4_8B.fastq.trim.sam.counts,b37_4_8C.fastq.trim.sam.counts,b37_4_8D.fastq.trim.sam.counts
TRINITY_DN39842_c0_g1,1,0,1,1,0,2,2,0,1,0,0,3,0,0,0,0,0,2,0,3,0,2,0,1,0,4,0,1,0,2,0,0,5,0,0,0
TRINITY_DN39843_c0_g1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0
TRINITY_DN39844_c0_g1,3,5,6,0,4,5,4,0,0,1,0,2,1,0,0,0,0,1,4,8,3,13,0,4,1,5,2,4,10,10,5,2,8,0,1,0
TRINITY_DN39845_c0_g1,2,1,0,0,0,0,1,0,0,0,0,1,1,0,4,0,0,0,0,3,0,6,0,0,3,1,0,0,1,4,0,0,3,0,0,0
TRINITY_DN39846_c0_g1,0,7,6,3,6,2,7,0,3,2,0,18,4,0,6,0,0,9,0,8,9,18,1,1,0,5,5,6,5,10,7,2,8,0,3,0
TRINITY_DN39847_c0_g1,3,0,2,0,0,1,0,0,0,0,1,1,1,0,0,0,2,1,0,3,2,8,0,1,0,3,2,3,2,1,3,0,2,0,0,0
TRINITY_DN39848_c0_g1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN39849_c0_g1,0,4,1,0,2,5,2,0,1,1,2,5,5,0,1,0,0,0,0,4,3,6,3,1,4,0,1,0,3,2,1,2,1,0,0,0
TRINITY_DN3984_c0_g1,7,15,12,4,21,16,23,0,6,10,6,17,10,0,7,4,8,23,7,44,17,36,4,11,10,35,9,23,13,17,10,11,28,0,1,0
TRINITY_DN39850_c0_g1,1,0,0,0,0,0,3,0,0,1,0,4,0,0,0,0,0,3,0,8,1,2,0,0,0,1,7,3,1,4,1,1,2,0,1,0
TRINITY_DN39851_c0_g1,1,0,0,0,0,4,1,0,0,0,0,0,1,0,3,0,0,3,0,3,0,3,1,2,1,6,0,7,3,0,0,1,3,0,0,0
TRINITY_DN39853_c0_g1,1,1,0,0,3,2,2,0,3,1,7,2,0,0,0,0,0,1,0,4,13,9,0,2,1,2,3,5,2,0,2,1,0,0,1,0
TRINITY_DN39854_c0_g1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN39855_c0_g1,0,1,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
TRINITY_DN39856_c0_g1,1,0,1,1,4,2,1,0,0,0,0,1,2,0,2,2,2,1,0,8,6,0,0,0,2,1,1,1,3,3,0,0,0,0,0,0
TRINITY_DN3985_c0_g1,12,23,21,6,34,21,25,4,13,11,33,19,7,11,18,6,13,20,7,41,73,83,6,27,9,45,15,38,56,41,26,16,32,2,2,0
TRINITY_DN39860_c0_g1,1,2,2,0,1,0,2,0,0,0,1,2,0,0,1,0,2,1,0,2,0,1,2,0,0,0,0,1,2,1,0,0,2,0,0,0
TRINITY_DN39861_c0_g1,2,1,0,0,1,1,3,0,1,1,2,1,0,0,0,0,3,0,1,0,1,10,1,1,2,1,1,0,9,2,1,1,2,0,0,0
TRINITY_DN39862_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN39863_c0_g1,1,1,3,0,0,0,6,0,7,3,2,3,1,0,1,0,0,2,0,3,0,1,0,3,0,0,0,1,2,9,5,1,1,0,1,0
TRINITY_DN39865_c0_g1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,0,4,0,2,1,0,0,0
TRINITY_DN39866_c0_g1,4,6,5,1,1,0,3,0,3,1,3,13,6,0,9,0,1,4,0,6,9,15,3,1,1,19,7,6,10,21,4,4,11,0,1,0
TRINITY_DN39867_c0_g1,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
TRINITY_DN39868_c0_g1,0,0,1,0,4,0,1,0,1,0,0,1,1,0,0,0,0,2,0,1,0,5,0,0,0,0,0,0,0,5,1,0,3,0,0,0
TRINITY_DN39869_c0_g1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0
TRINITY_DN3986_c0_g1,11,2,3,0,26,4,8,3,6,13,20,13,5,1,8,4,12,18,1,32,23,44,4,4,7,10,9,13,28,26,7,7,7,1,1,1
TRINITY_DN39870_c0_g1,0,3,3,0,2,3,2,0,0,0,2,7,1,1,0,0,2,2,0,6,7,8,2,3,0,5,1,2,4,2,0,1,5,0,0,0
TRINITY_DN39872_c0_g1,1,2,1,0,1,1,3,0,2,1,0,4,5,0,3,0,0,4,0,4,0,10,2,1,1,6,1,3,3,2,0,2,7,0,0,0
TRINITY_DN39873_c0_g1,1,1,1,0,4,0,3,0,0,0,0,3,1,0,0,0,2,4,0,1,2,0,1,1,0,1,0,1,2,4,0,1,1,2,1,0
TRINITY_DN39874_c0_g1,5,7,3,0,2,3,13,0,3,2,0,7,8,0,7,0,1,5,0,21,2,29,3,2,8,22,2,18,9,13,3,4,21,0,0,0
TRINITY_DN39875_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
TRINITY_DN39876_c0_g1,1,2,1,0,0,1,2,0,0,1,1,5,1,0,1,0,0,5,0,2,3,4,0,1,2,4,1,2,0,3,1,1,2,0,0,0
TRINITY_DN39877_c0_g1,2,2,2,0,0,1,2,0,0,0,1,1,2,0,4,0,1,1,0,2,0,2,1,0,1,3,1,4,3,3,1,0,3,0,1,0
TRINITY_DN39878_c0_g1,1,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,4,1,0,2,0,0,0
TRINITY_DN39879_c0_g1,0,1,0,2,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,3,0,6,0,0,1,5,2,1,0,3,0,0,3,0,0,0
TRINITY_DN3987_c0_g1,64,53,35,20,14,60,92,2,21,12,11,95,30,3,27,0,5,61,3,81,26,101,20,17,43,97,12,50,41,100,18,32,115,1,11,0
TRINITY_DN39880_c0_g1,1,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN39881_c0_g1,7,4,5,0,5,10,24,0,6,2,10,22,9,0,3,1,3,13,1,22,17,18,5,5,5,14,4,16,14,33,0,5,24,0,2,0
TRINITY_DN39882_c0_g1,0,0,1,1,0,4,0,0,1,0,1,0,1,0,1,0,0,2,0,1,0,5,0,0,2,5,0,0,3,2,1,0,2,0,0,0
TRINITY_DN39884_c0_g1,1,0,2,0,2,0,0,0,1,0,1,0,0,0,2,0,0,0,0,3,2,2,2,0,1,0,0,1,0,3,0,0,0,0,0,0
TRINITY_DN39885_c0_g1,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,3,1,0,2,0,0,0
TRINITY_DN39887_c0_g1,0,0,5,0,0,1,1,0,2,0,0,6,1,0,1,0,0,3,0,2,4,8,2,2,0,0,0,0,5,0,1,1,2,0,0,0
TRINITY_DN39888_c0_g1,0,1,1,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,0,0,0,0,2,0,0,4,0,1,1,0,0,0
TRINITY_DN3988_c0_g1,5,7,6,2,6,4,8,0,2,1,1,4,1,0,0,1,0,2,1,5,7,11,0,1,2,12,2,5,6,7,1,2,7,0,0,0
TRINITY_DN39890_c0_g1,0,0,2,0,1,4,3,0,2,0,0,11,2,0,1,0,0,5,0,18,4,9,2,2,0,8,4,1,1,8,0,0,3,0,0,0
TRINITY_DN39891_c0_g1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN39892_c0_g1,5,2,8,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,4,0,4,1,3,1,5,1,3,3,9,2,3,5,0,1,0
TRINITY_DN39893_c0_g1,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,4,0,2,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0
TRINITY_DN39894_c0_g1,3,10,1,2,0,1,5,0,5,0,0,11,6,0,8,0,2,8,0,16,1,14,5,1,8,21,2,7,6,18,3,1,14,0,0,0
TRINITY_DN39895_c0_g1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TRINITY_DN39896_c0_g1,4,3,4,2,1,3,5,0,0,0,0,7,0,1,2,0,0,0,0,5,2,4,0,0,5,11,3,8,7,10,2,3,2,0,0,0
TRINITY_DN39897_c0_g1,9,6,0,3,6,4,5,6,1,6,11,5,0,6,4,9,5,2,3,0,6,1,5,7,9,17,11,4,5,9,4,8,7,5,2,0
TRINITY_DN39899_c0_g1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,6,1,2,0,0,1,0,0,0
TRINITY_DN3989_c0_g1,0,2,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,4,0,6,0,0,0,3,0,1,0,6,0,1,4,0,0,0
TRINITY_DN39900_c0_g1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,1,0,0,1,5,0,0,0,0,0
TRINITY_DN39901_c0_g1,1,0,0,0,0,2,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,1,0,1,0,1,0,0,1,0,1,1,0,0,1
TRINITY_DN39902_c0_g1,0,0,1,0,0,2,1,0,0,1,1,0,1,0,1,0,0,0,0,2,2,3,0,0,0,1,0,0,0,2,0,0,1,0,1,0
TRINITY_DN39903_c0_g1,0,0,0,1,0,0,2,0,0,0,0,2,1,0,0,0,1,0,0,1,3,3,0,2,0,3,0,0,0,0,0,1,1,0,0,0
TRINITY_DN39904_c0_g1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,2,0,0,1,4,1,0,0,2,0,0,2,1,0,0
TRINITY_DN39905_c0_g1,1,1,2,1,0,0,3,0,1,1,0,0,1,0,0,0,0,4,0,4,0,5,1,0,0,0,1,2,1,1,0,2,2,0,0,0
TRINITY_DN39906_c0_g1,0,1,2,0,1,2,5,0,2,4,2,3,3,0,1,0,4,6,0,11,2,12,1,1,1,1,0,1,0,5,3,0,0,0,0,0
TRINITY_DN39907_c0_g1,1,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,2,2,4,0,0,0,0,1,1,1,4,0,1,0,0,0,0
TRINITY_DN39909_c0_g1,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,2,0,6,1,4,1,1,1,1,0,1,0,1,0,0,2,0,1,0
TRINITY_DN3990_c1_g1,15,9,6,2,20,15,20,0,8,11,7,20,9,0,17,0,4,20,4,28,22,52,5,12,14,39,10,25,35,36,18,9,41,4,2,1
TRINITY_DN39910_c0_g1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,3,0,2,0,0,0,2,0,1,0,0,0,2,2,0,0,0
TRINITY_DN39911_c0_g1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TRINITY_DN39912_c0_g1,2,5,4,1,0,11,1,0,2,1,0,3,1,0,1,0,0,5,0,3,0,5,0,3,0,2,2,5,2,2,0,0,7,0,0,0
TRINITY_DN39914_c0_g1,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,1,2,6,2,3,1,1,1,1,1,0,0,0
TRINITY_DN39915_c0_g1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,2,3,0,1,3,0,0,0,0,0,0,0
TRINITY_DN39916_c0_g1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3,0,8,0,0,1,1,0,0,0,2,0,0,0,0,0,0
TRINITY_DN39918_c0_g1,2,0,0,0,0,2,0,0,0,0,1,2,1,0,1,0,0,1,2,0,4,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
TRINITY_DN3991_c0_g1,73,75,63,23,29,72,100,1,29,29,24,100,57,3,53,1,18,81,10,155,78,117,27,31,90,185,52,137,55,184,29,52,165,1,17,0
TRINITY_DN39920_c0_g1,0,1,1,0,2,1,1,0,1,1,0,2,0,0,1,0,0,0,3,1,2,2,0,1,2,3,0,0,4,1,0,0,0,0,0,0
TRINITY_DN39921_c0_g1,4,8,4,1,3,7,8,0,2,7,0,2,4,0,1,0,0,15,3,14,7,20,1,0,5,15,2,4,6,8,7,1,6,0,0,0
TRINITY_DN39922_c0_g1,4,6,4,1,0,3,4,0,1,0,0,6,2,0,2,0,6,8,0,8,6,11,1,7,3,9,2,5,8,5,3,6,11,0,1,0
TRINITY_DN39924_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TRINITY_DN39926_c0_g1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2,2,0,2,0,3,0,0,0,2,0,0,3,0,0,0
TRINITY_DN39928_c0_g1,0,1,1,1,1,1,5,0,0,0,0,2,1,0,1,0,0,2,0,1,2,7,0,0,5,13,5,0,0,2,0,2,5,0,0,0
TRINITY_DN39931_c0_g1,0,1,0,0,0,0,4,0,0,0,0,1,0,0,2,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,1,1,0,0,0
TRINITY_DN39932_c0_g1,3,1,2,0,1,2,4,0,2,0,3,5,3,0,1,0,0,4,0,8,7,13,0,1,1,3,9,1,1,17,0,2,6,0,0,0
TRINITY_DN39933_c0_g1,0,1,2,0,0,1,4,0,0,0,1,3,0,0,1,0,0,2,2,0,5,5,1,1,3,1,1,1,0,4,1,2,1,0,0,2
TRINITY_DN39934_c0_g1,1,0,2,0,0,0,1,0,2,0,0,3,3,0,0,0,0,0,0,0,0,7,0,0,0,2,1,2,1,0,0,0,0,0,0,0
TRINITY_DN39936_c0_g1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0
TRINITY_DN39937_c0_g1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN39938_c0_g1,0,2,0,0,5,2,2,0,1,4,3,5,2,0,2,0,7,4,1,6,11,5,2,0,2,6,0,2,5,1,3,0,6,0,0,0
TRINITY_DN39939_c0_g1,0,2,0,0,0,1,0,0,2,0,0,1,1,0,1,0,0,1,0,6,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0
TRINITY_DN39941_c0_g1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN39943_c0_g1,13,12,6,4,1,12,20,0,1,2,9,11,5,0,11,0,5,10,24,32,11,23,0,8,9,21,5,15,9,15,0,2,13,1,4,0
TRINITY_DN39944_c0_g1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,4,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
TRINITY_DN39945_c0_g1,2,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,1,0,5,0,2,1,0,0,5,1,5,0,0,0,1,4,0,0,0
TRINITY_DN39947_c0_g1,0,1,4,0,0,0,5,0,2,0,0,2,0,0,0,0,0,2,0,6,0,2,2,1,0,0,0,0,0,4,0,0,4,0,0,0
TRINITY_DN39948_c0_g1,0,0,2,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,1,1,3,0,0,0,2,0,2,2,2,0,0,1,0,0,0
TRINITY_DN39949_c0_g1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN3994_c0_g1,2,1,3,1,1,0,3,0,0,0,0,1,0,0,1,0,2,2,3,6,2,5,1,1,1,2,1,3,0,3,1,0,2,0,0,0
TRINITY_DN39953_c0_g1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN39954_c0_g1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0
TRINITY_DN39955_c0_g1,6,5,0,11,2,2,3,0,2,2,2,1,0,6,2,9,2,8,8,0,5,0,3,0,9,6,8,6,5,3,17,1,1,2,1,0
TRINITY_DN39957_c0_g1,0,0,3,1,0,4,7,1,2,0,1,6,0,0,1,0,0,3,1,1,0,10,0,3,0,1,4,2,5,6,1,3,3,0,2,0
TRINITY_DN39958_c0_g1,1,2,3,1,0,1,6,0,2,0,1,2,2,0,2,0,0,6,0,9,1,9,2,2,2,12,4,3,0,2,3,0,9,0,0,0
TRINITY_DN39959_c0_g1,0,0,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,2,1,2,1,0,0,0,1,0,0,0
TRINITY_DN39960_c0_g1,0,2,0,1,4,0,3,0,0,3,2,2,1,2,0,1,2,1,0,2,8,0,1,3,0,1,1,6,4,3,2,0,3,1,0,0
TRINITY_DN39961_c0_g1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN39962_c0_g1,3,1,1,0,1,1,0,0,0,1,1,2,5,0,3,0,0,2,0,8,2,6,1,1,1,3,0,1,1,3,0,0,6,0,1,0
TRINITY_DN39963_c0_g1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN39964_c0_g1,4,0,0,0,0,2,2,0,0,2,0,3,1,0,2,0,0,3,0,4,1,4,2,0,1,3,0,2,0,4,0,0,5,0,0,0
TRINITY_DN39965_c0_g1,5,2,0,0,0,0,6,0,2,0,0,1,3,0,1,0,0,0,0,2,3,8,0,0,1,0,0,9,3,17,0,1,7,0,1,0
TRINITY_DN39966_c0_g1,0,1,0,0,1,0,3,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,2,0,3,0,1,1,0,0,0,0
TRINITY_DN39967_c0_g1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,2,0,0,0,2,2,0,0,1,0,1,2,0,0,0
TRINITY_DN39968_c0_g1,4,5,7,4,5,9,15,0,5,1,6,8,8,0,0,0,0,12,0,30,11,22,2,5,7,25,8,17,16,22,0,3,15,0,3,0
TRINITY_DN39970_c0_g1,2,1,1,0,0,0,1,0,0,1,1,2,1,1,0,0,1,0,0,3,1,1,0,0,4,3,0,1,5,1,0,2,0,0,0,0
TRINITY_DN39971_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,2,1,0,1,2,1,2,0,4,0,0,0
TRINITY_DN39972_c0_g1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,2,0,1,0,6,0,0,1,2,0,0,0,2,0,0,2,0,0,0
TRINITY_DN39973_c0_g1,0,0,0,0,0,1,5,0,1,0,1,1,0,0,1,0,0,0,0,1,0,13,0,1,2,0,4,1,1,6,0,0,5,0,0,0
TRINITY_DN39974_c0_g1,0,1,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,1,0,2,1,1,0,0,0,3,1,0,0,0,0,3,2,0,0,0
TRINITY_DN39975_c0_g1,6,0,3,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,1,2,3,1,0,1,0,1,2,2,4,3,0,3,1,0,0
TRINITY_DN39976_c0_g1,0,0,4,0,0,2,2,0,0,0,0,0,1,0,0,0,0,1,0,3,0,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0
TRINITY_DN39977_c0_g1,1,1,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,4,0,2,3,1,2,1,2,1,1,2,1,2,3,0,5,0,0,0
TRINITY_DN39978_c0_g1,2,2,3,0,0,3,1,0,0,0,0,2,2,0,2,0,0,4,0,7,0,19,2,0,0,4,1,2,0,3,0,1,5,0,1,0
TRINITY_DN39979_c0_g1,4,0,0,1,0,6,5,0,1,3,2,2,4,0,3,0,1,7,2,6,5,4,1,1,1,2,0,8,8,3,2,0,0,0,0,0
TRINITY_DN3997_c0_g1,47,47,49,11,43,38,61,0,12,20,49,55,24,2,35,4,30,56,26,91,78,115,20,24,26,81,21,35,90,114,37,32,78,1,9,1
TRINITY_DN39980_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN39983_c0_g1,0,3,2,1,0,2,1,0,1,0,0,1,1,0,1,0,0,2,0,1,1,4,3,2,1,2,2,0,0,0,0,1,1,0,0,0
TRINITY_DN39984_c0_g1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,1,0,0,1,1,1,0,0,0,0,0,2,0,0,0
TRINITY_DN39985_c0_g1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,2,0,0,0,6,0,0,2,0,2,0,0,0,0,0,4,0,0,0
TRINITY_DN39986_c0_g1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
TRINITY_DN39987_c0_g1,6,4,0,2,1,1,3,3,0,2,1,2,0,15,4,4,5,3,20,0,3,0,14,1,1,3,12,1,5,7,2,1,1,2,1,2
TRINITY_DN39988_c0_g1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,2,0,0,0,0,0
TRINITY_DN39989_c0_g1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,1,0,1,1,5,0,2,1,0,0,0,1,0,0,0
TRINITY_DN3998_c0_g1,0,3,0,0,0,1,2,0,1,0,0,0,1,0,1,0,0,2,0,3,2,3,0,0,0,3,1,3,1,5,0,0,3,0,0,0
TRINITY_DN39990_c0_g1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,1,0,0,0,0,0
TRINITY_DN39991_c0_g1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TRINITY_DN39992_c0_g1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0
TRINITY_DN39993_c0_g1,1,0,0,0,0,2,3,0,0,0,0,0,4,0,1,0,0,0,0,7,1,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TRINITY_DN39996_c0_g1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
TRINITY_DN39997_c0_g1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0,1,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TRINITY_DN3999_c0_g1,5,7,4,1,14,9,8,0,5,3,8,24,7,0,6,0,2,10,1,18,24,28,0,7,2,15,11,13,14,20,3,2,21,0,2,0
TRINITY_DN399_c0_g1,1,2,0,0,0,0,0,0,0,0,1,3,1,0,1,0,1,0,3,2,1,2,0,0,1,2,1,1,1,1,2,1,1,0,0,0
TRINITY_DN3_c0_g1,60,58,64,19,26,104,41,0,28,14,8,59,15,0,35,1,7,35,4,57,24,72,11,19,27,52,18,23,45,105,25,49,79,0,11,0
TRINITY_DN40001_c0_g1,4,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,3,1,3,4,1,0,1,0,0,0,0,3,4,1,2,2,0,0,0
TRINITY_DN40002_c0_g1,0,2,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,5,0,6,2,7,0,0,0,2,0,0,0,4,2,1,5,0,0,0
TRINITY_DN40003_c0_g1,0,0,0,0,2,2,0,0,0,1,1,0,0,0,1,0,0,1,0,3,3,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0
TRINITY_DN40004_c0_g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TRINITY_DN40005_c0_g1,0,2,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,2,1,0,0,0
TRINITY_DN40008_c0_g1,5,0,1,0,0,1,0,0,7,0,0,2,1,0,0,0,0,5,0,5,0,2,1,0,1,0,0,0,0,4,0,1,9,0,1,0
TRINITY_DN4000_c0_g1,1,0,0,0,0,3,3,0,2,0,0,4,0,0,0,0,0,2,0,2,1,3,0,1,1,2,1,2,1,0,0,0,0,0,2,0
TRINITY_DN40012_c0_g1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,1,0,0,2,0,0,0,0,0,0
TRINITY_DN40013_c0_g1,1,1,0,0,2,1,7,0,0,0,0,3,2,0,3,0,1,5,2,8,2,9,1,0,0,4,1,2,3,6,0,2,2,0,0,0
